Payment_Method;Issue_Date;Fulfillment_Date;Due_Date;Payment_Date;Net_Amount_HUF;Tax_Amount_HUF;Gross_Amount_HUF;Outstanding_Amount_HUF;Status;Invoice_ID;Destination;Days_Overdue;;;
átutalás;2025.07.04;2025.08.22;2025.07.07;2025.09.04;177132.91;12067.09;189200.0;0.0;Sikeres;INV_1398;Platamon;59;;;
készpénz;2025.07.14;2025.08.22;2025.07.14;2025.07.14;44283.23;3016.77;47300.0;0.0;Sikeres;INV_1399;Platamon;0;;;
készpénz;2025.07.14;2025.08.22;2025.07.14;2025.07.14;-44283.23;-3016.77;-47300.0;0.0;Sikeres;INV_1400;Platamon;0;;;
készpénz;2025.07.14;2025.08.22;2025.07.14;2025.07.14;88566.46;6033.54;94600.0;0.0;Sikeres;INV_1401;Neoi Pori;0;;;
átutalás;2025.09.04;2025.08.22;2025.07.07;2025.09.04;-177132.91;-12067.09;-189200.0;0.0;Sikeres;INV_1402;Platamon;59;;;
átutalás;2025.04.02;2025.07.16;2025.04.05;2025.04.16;94887.89;nov.82;101670.0;0.0;Sikeres;INV_1403;Platamon;11;;;
átutalás;2025.04.16;2025.07.16;2025.04.16;2025.04.02;139974.32;9535.68;149510.0;0.0;Sikeres;INV_1404;Platamon;-14;;;
átutalás;2025.09.08;2025.12.15;2025.09.11;2025.10.02;25316.38;1883.62;27200.0;0.0;Sikeres;INV_1405;Platamon;21;;;
átutalás;2025.10.02;2025.12.15;2025.09.11;;-25316.38;-1883.62;-27200.0;-27200.0;Sikeres;INV_1406;Neoi Pori;0;;;
átutalás;2025.03.06;2025.08.30;2025.03.09;2025.03.07;65714.29;4635.71;70350.0;0.0;Sikeres;INV_1407;Neoi Pori;-2;;;
átutalás;2025.07.18;2025.08.30;2025.03.09;;-65714.29;-4635.71;-70350.0;-70350.0;Sikeres;INV_1408;Neoi Pori;0;;;
átutalás;2025.07.18;2025.07.18;2025.07.21;2025.07.21;18274.4;212.6;18487.0;0.0;Sikeres;INV_1409;Platamon;0;;;
átutalás;2025.07.15;2025.08.26;2025.07.18;2025.07.31;699149.61;850.39;700000.0;0.0;Sikeres;INV_1410;Neoi Pori;13;;;
átutalás;2025.07.31;2025.08.26;2025.07.18;;-699149.61;-850.39;-700000.0;-700000.0;Sikeres;INV_1411;Platamon;0;;;
átutalás;2025.07.31;2025.08.25;2025.08.03;2025.07.31;699151.75;851.6;700003.34;0.0;Sikeres;INV_1412;Neoi Pori;-3;;;
átutalás;2025.06.03;2025.07.17;2025.06.06;2025.06.03;187543.69;12776.31;200320.0;0.0;Sikeres;INV_1413;Neoi Pori;-3;;;
átutalás;2025.07.01;2025.08.29;2025.07.04;2025.07.07;86862.8;425.2;87288.0;0.0;Sikeres;INV_1414;Platamon;3;;;
átutalás;2025.07.18;2025.08.29;2025.07.21;2025.08.04;130932.0;0.0;130932.0;0.0;Sikeres;INV_1415;Platamon;14;;;
átutalás;2025.07.07;2025.09.08;2025.07.10;2025.07.09;75348.0;5292.0;80640.0;0.0;Sikeres;INV_1416;Neoi Pori;-1;;;
átutalás;2025.07.09;2025.09.08;2025.07.10;2025.07.09;-75348.0;-5292.0;-80640.0;0.0;Sikeres;INV_1417;Platamon;-1;;;
átutalás;2025.07.15;2025.09.08;2025.07.18;2025.07.17;75348.0;5292.0;80640.0;0.0;Sikeres;INV_1418;Neoi Pori;-1;;;
átutalás;2025.07.22;2025.09.24;2025.07.28;2025.07.27;113245.23;7714.77;120960.0;0.0;Sikeres;INV_1419;Neoi Pori;-1;;;
átutalás;2025.06.02;2025.09.29;2025.06.05;2025.06.02;23912.2;637.8;24550.0;0.0;Sikeres;INV_1420;Platamon;-3;;;
átutalás;2025.08.25;2025.09.29;2025.08.28;2025.09.25;21050.0;0.0;21050.0;0.0;Sikeres;INV_1421;Neoi Pori;28;;;
Bankkártya;2025.06.26;2025.10.18;2025.06.26;2025.06.26;1102382.83;75417.17;1177800.0;0.0;Sikeres;INV_1422;Neoi Pori;0;;;
Bankkártya;2025.06.26;2025.10.18;2025.06.26;2025.06.26;-1102382.83;-75417.17;-1177800.0;0.0;Sikeres;INV_1423;Neoi Pori;0;;;
Bankkártya;2025.06.26;2025.10.18;2025.06.26;2025.06.26;1047248.81;71661.19;1118910.0;0.0;Sikeres;INV_1424;Neoi Pori;0;;;
átutalás;2025.06.26;2025.10.18;2025.06.29;2025.06.27;457415.49;0.0;457415.49;0.0;Sikeres;INV_1425;Neoi Pori;-2;;;
átutalás;2025.09.25;2025.10.18;2025.09.29;2025.09.29;34972.13;0.0;34972.13;0.0;Sikeres;INV_1426;Platamon;0;;;
átutalás;2025.01.21;2025.06.11;2025.01.24;2025.01.22;58438.41;2041.59;60480.0;0.0;Sikeres;INV_1427;Platamon;-2;;;
átutalás;2025.04.16;2025.06.11;2025.04.16;2025.04.07;82125.26;5594.74;87720.0;0.0;Sikeres;INV_1428;Platamon;-9;;;
átutalás;2025.02.28;2025.08.22;2025.03.03;2025.03.04;93099.71;6660.29;99760.0;0.0;Sikeres;INV_1429;Neoi Pori;1;;;
átutalás;2025.06.23;2025.08.04;2025.06.26;2025.06.26;123805.8;febr.34;132240.0;0.0;Sikeres;INV_1430;Neoi Pori;0;;;
átutalás;2025.03.10;2025.07.26;2025.03.13;2025.03.10;40576.77;2923.23;43500.0;0.0;Sikeres;INV_1431;Platamon;-3;;;
átutalás;2025.05.12;2025.07.26;2025.05.15;2025.05.12;74897.64;5102.36;80000.0;0.0;Sikeres;INV_1432;Platamon;-3;;;
átutalás;2025.05.28;2025.06.10;2025.05.30;2025.05.30;50000.0;0.0;50000.0;0.0;Sikeres;INV_1433;Neoi Pori;0;;;
átutalás;2025.05.30;2025.06.10;2025.05.30;2025.05.30;-50000.0;0.0;-50000.0;0.0;Sikeres;INV_1434;Platamon;0;;;
átutalás;2025.05.30;2025.06.10;2025.06.02;2025.06.13;50000.0;0.0;50000.0;0.0;Sikeres;INV_1435;Platamon;11;;;
készpénz;2025.01.17;2025.06.25;2025.01.17;2025.01.17;312874.67;9273.33;322148.0;0.0;Sikeres;INV_1436;Platamon;0;;;
készpénz;2025.04.25;2025.06.18;2025.04.25;2025.04.25;449593.58;30628.42;480222.0;0.0;Sikeres;INV_1437;Platamon;0;;;
készpénz;2025.04.25;2025.07.25;2025.04.25;2025.04.25;0.0;0.0;0.0;0.0;Sikeres;INV_1438;Platamon;0;;;
átutalás;2025.01.28;2025.07.09;2025.01.31;2025.01.30;411514.85;28511.15;440026.0;0.0;Sikeres;INV_1439;Platamon;-1;;;
készpénz;2025.02.12;2025.04.22;2025.02.12;2025.02.12;52279.53;3720.47;56000.0;0.0;Sikeres;INV_1440;Neoi Pori;0;;;
átutalás;2025.03.12;2025.04.22;2025.03.15;2025.03.14;78642.52;5357.48;84000.0;0.0;Sikeres;INV_1441;Neoi Pori;-1;;;
átutalás;2025.06.26;2025.08.13;2025.07.04;2025.06.27;405186.86;27603.14;432790.0;0.0;Sikeres;INV_1442;Platamon;-7;;;
átutalás;2025.04.07;2025.07.26;2025.04.10;2025.04.08;163167.43;11592.57;174760.0;0.0;Sikeres;INV_1443;Platamon;-2;;;
átutalás;2025.06.06;2025.07.26;2025.06.15;2025.06.11;240271.62;16368.38;256640.0;0.0;Sikeres;INV_1444;Platamon;-4;;;
átutalás;2025.05.08;2025.07.09;2025.05.23;2025.05.22;316096.12;21533.88;337630.0;0.0;Sikeres;INV_1445;Neoi Pori;-1;;;
átutalás;2025.03.11;2025.06.25;2025.03.14;2025.03.17;116056.81;8383.19;124440.0;0.0;Sikeres;INV_1446;Platamon;3;;;
átutalás;2025.04.30;2025.06.25;2025.06.16;2025.05.12;170541.92;11618.08;182160.0;0.0;Sikeres;INV_1447;Platamon;-35;;;
átutalás;2025.05.13;2025.07.26;2025.05.16;;101188.25;7231.75;108420.0;-300.0;Sikeres;INV_1448;Neoi Pori;0;;;
átutalás;2025.06.05;2025.07.26;2025.06.15;2025.06.13;149870.17;10209.83;160080.0;0.0;Sikeres;INV_1449;Neoi Pori;-2;;;
átutalás;2025.09.29;2025.12.15;2025.10.02;;120964.57;9035.43;130000.0;130000.0;Sikeres;INV_1450;Platamon;0;;;
átutalás;2025.05.29;2025.06.10;2025.06.01;2025.05.30;100000.0;0.0;100000.0;0.0;Sikeres;INV_1451;Platamon;-2;;;
átutalás;2025.01.06;2025.08.20;2025.01.09;2025.01.08;132347.45;4332.55;136680.0;0.0;Sikeres;INV_1452;Platamon;-1;;;
átutalás;2025.07.02;2025.08.20;2025.07.11;2025.07.02;187730.93;12789.07;200520.0;0.0;Sikeres;INV_1453;Neoi Pori;-9;;;
átutalás;2025.05.06;2025.07.16;2025.05.09;2025.05.06;180205.67;12594.33;192800.0;0.0;Sikeres;INV_1454;Platamon;-3;;;
átutalás;2025.01.24;2025.10.07;2025.01.27;2025.01.26;185859.46;12820.54;198680.0;0.0;Sikeres;INV_1455;Platamon;-1;;;
átutalás;2025.08.27;2025.10.07;2025.09.02;2025.08.29;285304.16;11215.84;296520.0;0.0;Sikeres;INV_1456;Platamon;-4;;;
átutalás;2025.09.04;2025.10.07;2025.09.07;2025.09.05;102528.4;0.0;102528.4;0.0;Sikeres;INV_1457;Neoi Pori;-2;;;
átutalás;2025.08.01;2025.08.26;2025.08.04;2025.08.03;189174.8;425.2;189600.0;0.0;Sikeres;INV_1458;Platamon;-1;;;
átutalás;2025.08.08;2025.08.26;2025.08.04;;-189174.8;-425.2;-189600.0;-189600.0;Sikeres;INV_1459;Platamon;0;;;
átutalás;2025.08.08;2025.08.26;2025.08.11;2025.08.01;187174.8;425.2;187600.0;0.0;Sikeres;INV_1460;Platamon;-10;;;
átutalás;2025.08.25;2025.09.22;2025.08.28;2025.08.25;76574.8;425.2;77000.0;0.0;Sikeres;INV_1461;Neoi Pori;-3;;;
átutalás;2025.03.28;2025.07.17;2025.03.31;2025.03.28;93324.41;6675.59;100000.0;0.0;Sikeres;INV_1462;Neoi Pori;-3;;;
átutalás;2025.03.28;2025.07.17;2025.03.31;2025.03.28;-93324.41;-6675.59;-100000.0;0.0;Sikeres;INV_1463;Platamon;-3;;;
készpénz;2025.03.13;2025.03.13;2025.03.13;2025.03.13;199285.84;13894.16;213180.0;0.0;Sikeres;INV_1464;Neoi Pori;0;;;
készpénz;2025.07.09;2025.09.08;2025.07.09;2025.07.09;58991.25;4018.75;63010.0;0.0;Sikeres;INV_1465;Platamon;0;;;
átutalás;2025.05.16;2025.07.08;2025.05.19;2025.05.14;182697.85;12446.15;195144.0;0.0;Sikeres;INV_1466;Neoi Pori;-5;;;
átutalás;2025.08.05;2025.09.01;2025.08.08;2025.08.05;129911.9;jan.68;139080.0;0.0;Sikeres;INV_1467;Neoi Pori;-3;;;
átutalás;2025.08.05;2025.09.01;2025.08.08;;-129911.9;-9168.1;-139080.0;-139080.0;Sikeres;INV_1468;Neoi Pori;0;;;
átutalás;2025.08.05;2025.09.01;2025.08.08;2025.08.05;138654.8;425.2;139080.0;0.0;Sikeres;INV_1469;Neoi Pori;-3;;;
átutalás;2025.08.18;2025.09.24;2025.08.21;2025.08.19;120623.62;8376.38;129000.0;0.0;Sikeres;INV_1470;Neoi Pori;-2;;;
átutalás;2025.03.12;2025.08.19;2024.12.02;;-117674.8;-425.2;-118100.0;-118100.0;Sikeres;INV_1471;Platamon;0;;;
átutalás;2025.07.30;2025.08.27;2025.08.02;2025.08.01;224395.27;15604.73;240000.0;0.0;Sikeres;INV_1472;Neoi Pori;-1;;;
átutalás;2025.08.06;2025.08.06;2025.08.09;2025.08.26;209415.74;14584.26;224000.0;0.0;Sikeres;INV_1473;Neoi Pori;17;;;
átutalás;2025.08.26;2025.08.06;2025.08.09;2025.08.26;-209415.74;-14584.26;-224000.0;0.0;Sikeres;INV_1474;Neoi Pori;17;;;
átutalás;2025.07.09;2025.07.30;2025.07.12;2025.07.09;477551.25;33168.75;510720.0;0.0;Sikeres;INV_1475;Platamon;-3;;;
átutalás;2025.07.09;2025.07.30;2025.07.12;2025.07.09;-477551.25;-33168.75;-510720.0;0.0;Sikeres;INV_1476;Neoi Pori;-3;;;
átutalás;2025.07.09;2025.07.30;2025.07.12;2025.07.10;373892.92;26107.08;400000.0;0.0;Sikeres;INV_1477;Neoi Pori;-2;;;
átutalás;2025.07.17;2025.09.17;2025.07.20;2025.07.17;167473.07;11726.93;179200.0;0.0;Sikeres;INV_1478;Neoi Pori;-3;;;
átutalás;2025.08.11;2025.09.17;2025.08.14;2025.08.13;248847.4;16952.6;265800.0;0.0;Sikeres;INV_1479;Neoi Pori;-1;;;
átutalás;2025.07.15;2025.07.29;2025.07.18;2025.07.15;624572.4;42548.6;667121.0;0.0;Sikeres;INV_1480;Neoi Pori;-3;;;
átutalás;2025.07.15;2025.07.29;2025.07.18;2025.07.15;-624572.4;-42548.6;-667121.0;0.0;Sikeres;INV_1481;Neoi Pori;-3;;;
átutalás;2025.02.12;2025.06.18;2025.02.15;2025.02.12;136678.83;9311.17;145990.0;0.0;Sikeres;INV_1482;Neoi Pori;-3;;;
átutalás;2025.04.10;2025.06.18;2025.02.15;;-136678.83;-9311.17;-145990.0;-145990.0;Sikeres;INV_1483;Neoi Pori;0;;;
átutalás;2025.04.10;2025.06.18;2025.04.13;2025.02.12;120238.8;febr.91;128430.0;0.0;Sikeres;INV_1484;Neoi Pori;-60;;;
átutalás;2025.01.23;2025.07.29;2025.01.26;2025.01.24;1758157.48;10842.52;1769000.0;0.0;Sikeres;INV_1485;Platamon;-2;;;
átutalás;2025.01.23;2025.09.16;2025.01.26;2025.01.24;1109157.48;10842.52;1120000.0;0.0;Sikeres;INV_1486;Neoi Pori;-2;;;
átutalás;2025.07.15;2025.07.29;2025.07.16;2025.07.15;667121.0;0.0;667121.0;0.0;Sikeres;INV_1487;Neoi Pori;-1;;;
átutalás;2025.07.31;2025.09.17;2025.08.03;2025.08.07;474320.0;0.0;474320.0;0.0;Sikeres;INV_1488;Platamon;4;;;
átutalás;2025.08.01;2025.09.17;2025.08.03;;-474320.0;0.0;-474320.0;-474320.0;Sikeres;INV_1489;Platamon;0;;;
átutalás;2025.08.01;2025.09.17;2025.08.08;2025.08.07;306845.0;0.0;306845.0;0.0;Sikeres;INV_1490;Neoi Pori;-1;;;
átutalás;2025.08.07;2025.09.17;2025.08.08;2025.08.07;-306845.0;0.0;-306845.0;0.0;Sikeres;INV_1491;Platamon;-1;;;
átutalás;2025.08.07;2025.08.16;2025.08.09;2025.08.07;731280.0;0.0;731280.0;0.0;Sikeres;INV_1492;Platamon;-2;;;
átutalás;2025.08.07;2025.08.16;2025.08.09;;-731280.0;0.0;-731280.0;-731280.0;Sikeres;INV_1493;Platamon;0;;;
átutalás;2025.08.07;2025.09.16;2025.08.09;2025.08.07;978273.0;0.0;978273.0;0.0;Sikeres;INV_1494;Platamon;-2;;;
átutalás;2025.07.23;2025.08.27;2025.07.26;2025.07.23;324899.51;22610.49;347510.0;0.0;Sikeres;INV_1495;Neoi Pori;-3;;;
átutalás;2025.08.04;2025.10.18;2025.08.07;2025.08.07;93473.23;6526.77;100000.0;0.0;Sikeres;INV_1496;Platamon;0;;;
átutalás;2025.09.08;2025.10.18;2025.09.11;2025.09.30;62873.6;0.0;62873.6;0.0;Sikeres;INV_1497;Neoi Pori;19;;;
készpénz;2025.02.05;2025.07.02;2025.02.05;2025.02.05;130624.4;jún.75;140000.0;0.0;Sikeres;INV_1498;Platamon;0;;;
átutalás;2025.05.08;2025.07.02;2025.05.23;2025.05.16;172639.06;11760.94;184400.0;0.0;Sikeres;INV_1499;Neoi Pori;-7;;;
átutalás;2025.01.14;2025.06.11;2025.01.17;2025.01.15;118518.82;3749.18;122268.0;0.0;Sikeres;INV_1500;Neoi Pori;-2;;;
átutalás;2025.04.08;2025.06.11;2025.04.23;2025.04.28;168895.96;11506.04;180402.0;0.0;Sikeres;INV_1501;Platamon;5;;;
átutalás;2025.04.23;2025.10.01;2025.09.01;2025.07.22;30239.92;aug.60;32300.0;0.0;Sikeres;INV_1502;Platamon;-41;;;
átutalás;2025.04.28;2025.06.11;2025.04.23;2025.04.28;-168895.96;-11506.04;-180402.0;0.0;Sikeres;INV_1503;Neoi Pori;5;;;
átutalás;2025.09.05;2025.09.24;2025.09.08;2025.08.18;168895.96;11506.04;180402.0;0.0;Sikeres;INV_1504;Platamon;-21;;;
átutalás;2025.07.15;2025.09.03;2025.07.25;2025.07.22;218497.08;15202.92;233700.0;0.0;Sikeres;INV_1505;Platamon;-3;;;
átutalás;2025.06.17;2025.08.27;2025.06.20;2025.06.18;174133.36;12339.64;186473.0;0.0;Sikeres;INV_1506;Platamon;-2;;;
átutalás;2025.07.11;2025.08.27;2025.07.18;2025.09.16;261869.23;17839.77;279709.0;0.0;Sikeres;INV_1507;Neoi Pori;60;;;
átutalás;2025.08.13;2025.08.27;2025.08.16;2025.08.13;45821.73;3916.27;49738.0;0.0;Sikeres;INV_1508;Platamon;-3;;;
átutalás;2025.07.17;2025.08.29;2025.07.20;2025.07.18;402535.01;1062.99;403598.0;0.0;Sikeres;INV_1509;Neoi Pori;-2;;;
átutalás;2025.01.21;2025.04.22;2025.01.24;2025.01.23;86364.78;2835.22;89200.0;0.0;Sikeres;INV_1510;Neoi Pori;-1;;;
átutalás;2025.03.12;2025.04.22;2025.03.15;2025.03.26;122457.64;8342.36;130800.0;0.0;Sikeres;INV_1511;Neoi Pori;11;;;
átutalás;2025.06.20;2025.07.16;2025.06.24;2025.06.21;224395.27;15604.73;240000.0;0.0;Sikeres;INV_1512;Platamon;-3;;;
átutalás;2025.01.09;2025.08.13;2025.01.12;2025.01.13;124947.99;jan.32;128880.0;0.0;Sikeres;INV_1513;Platamon;1;;;
átutalás;2025.06.24;2025.08.13;2025.07.02;2025.06.24;178181.48;12138.52;190320.0;0.0;Sikeres;INV_1514;Platamon;-8;;;
Bankkártya;2025.02.13;2025.08.30;2025.02.13;2025.02.13;92575.43;6624.57;99200.0;0.0;Sikeres;INV_1515;Neoi Pori;0;;;
Bankkártya;2025.06.11;2025.08.30;2025.06.11;2025.06.11;136500.94;jún.99;145800.0;0.0;Sikeres;INV_1516;Platamon;0;;;
átutalás;2025.07.30;2025.10.01;2025.08.02;2025.07.30;61856.25;4531.75;66388.0;0.0;Sikeres;INV_1517;Neoi Pori;-3;;;
átutalás;2025.08.13;2025.10.01;2025.08.22;2025.08.18;93230.62;6351.38;99582.0;0.0;Sikeres;INV_1518;Platamon;-4;;;
átutalás;2025.06.17;2025.08.13;2025.06.20;2025.06.19;144255.77;10304.23;154560.0;0.0;Sikeres;INV_1519;Platamon;-1;;;
átutalás;2025.06.26;2025.08.13;2025.07.04;2025.07.01;217053.35;14786.65;231840.0;0.0;Sikeres;INV_1520;Platamon;-3;;;
átutalás;2025.03.05;2025.08.13;2025.03.08;2025.03.06;234485.78;15974.22;250460.0;0.0;Sikeres;INV_1521;Platamon;-2;;;
készpénz;2025.01.06;2024.12.01;2025.01.06;2025.01.06;4229001.26;120203.74;4349205.0;0.0;Sikeres;INV_1522;Neoi Pori;0;;;
átutalás;2025.04.25;2025.07.25;2025.04.28;2025.05.13;362543.81;1488.19;364032.0;0.0;Sikeres;INV_1523;Neoi Pori;15;;;
átutalás;2025.06.06;2025.07.25;2025.06.16;2025.06.16;546048.0;0.0;546048.0;0.0;Sikeres;INV_1524;Platamon;0;;;
átutalás;2025.07.16;2025.08.12;2025.07.19;2025.07.16;196414.8;425.2;196840.0;0.0;Sikeres;INV_1525;Platamon;-3;;;
átutalás;2025.06.30;2025.08.30;2025.07.11;2025.06.30;622253.36;42390.64;664644.0;0.0;Sikeres;INV_1526;Platamon;-11;;;
átutalás;2025.04.04;2025.08.19;2025.04.07;2025.04.08;86707.2;637.8;87345.0;0.0;Sikeres;INV_1527;Neoi Pori;1;;;
átutalás;2025.07.03;2025.08.19;2025.07.12;2025.07.04;126520.0;0.0;126520.0;0.0;Sikeres;INV_1528;Platamon;-8;;;
átutalás;2025.06.18;2025.08.20;2025.07.10;2025.06.18;211831.19;14748.81;226580.0;0.0;Sikeres;INV_1529;Neoi Pori;-22;;;
átutalás;2025.08.26;2025.10.01;2025.08.29;2025.08.27;67687.4;212.6;67900.0;0.0;Sikeres;INV_1530;Platamon;-2;;;
átutalás;2025.05.16;2025.07.08;2025.05.19;2025.05.13;140567.93;júl.76;150144.0;0.0;Sikeres;INV_1531;Platamon;-6;;;
átutalás;2025.02.21;2025.07.09;2025.02.24;2025.02.23;191741.86;13698.14;205440.0;0.0;Sikeres;INV_1532;Neoi Pori;-1;;;
átutalás;2025.05.09;2025.07.09;2025.05.30;2025.05.12;282888.38;19271.62;302160.0;0.0;Sikeres;INV_1533;Neoi Pori;-18;;;
készpénz;2025.06.19;2025.09.08;2025.06.19;2025.06.19;222837.36;15498.64;238336.0;0.0;Sikeres;INV_1534;Platamon;0;;;
Bankkártya;2025.06.19;2025.09.08;2025.06.19;2025.06.19;111418.79;7749.21;119168.0;0.0;Sikeres;INV_1535;Neoi Pori;0;;;
átutalás;2025.04.29;2025.06.02;2025.05.02;2025.04.29;99465.04;6934.96;106400.0;0.0;Sikeres;INV_1536;Platamon;-3;;;
készpénz;2025.01.16;2025.01.16;2025.01.16;2025.01.16;175025.2;aug.74;180000.0;0.0;Sikeres;INV_1537;Platamon;0;;;
készpénz;2025.03.20;2025.07.26;2025.03.20;2025.03.20;168519.69;11480.31;180000.0;0.0;Sikeres;INV_1538;Platamon;0;;;
készpénz;2025.05.20;2025.07.26;2025.05.20;2025.05.20;197505.07;13454.93;210960.0;0.0;Sikeres;INV_1539;Platamon;0;;;
átutalás;2025.03.25;2025.03.25;2025.03.28;2025.03.26;34687.4;212.6;34900.0;0.0;Sikeres;INV_1540;Neoi Pori;-2;;;
készpénz;2025.03.26;2025.03.26;2025.03.26;2025.03.26;40028.0;0.0;40028.0;0.0;Sikeres;INV_1541;Platamon;0;;;
készpénz;2025.09.24;2025.03.26;2025.03.26;2025.09.24;-40028.0;0.0;-40028.0;0.0;Sikeres;INV_1542;Neoi Pori;182;;;
átutalás;2025.07.22;2025.09.08;2025.07.28;2025.07.23;151929.86;10350.14;162280.0;0.0;Sikeres;INV_1543;Platamon;-5;;;
átutalás;2025.01.08;2025.08.22;2025.01.15;2025.01.08;241978.23;6877.77;248856.0;0.0;Sikeres;INV_1544;Neoi Pori;-7;;;
Bankkártya;2025.07.08;2025.08.30;2025.07.08;2025.07.08;92030.47;6269.53;98300.0;0.0;Sikeres;INV_1545;Platamon;0;;;
átutalás;2025.07.31;2025.08.20;2025.08.03;2025.08.04;151574.8;425.2;152000.0;0.0;Sikeres;INV_1546;Platamon;1;;;
átutalás;2025.01.27;2025.08.13;2025.01.30;2025.02.03;105484.89;nov.63;113148.0;0.0;Sikeres;INV_1547;Platamon;4;;;
átutalás;2025.06.26;2025.08.13;2025.07.04;2025.07.01;154684.13;10537.87;165222.0;0.0;Sikeres;INV_1548;Neoi Pori;-3;;;
átutalás;2025.01.15;2025.07.17;2025.01.18;2025.01.17;113715.31;3612.69;117328.0;0.0;Sikeres;INV_1549;Neoi Pori;-1;;;
átutalás;2025.05.21;2025.07.17;2025.07.06;2025.05.26;161958.57;11033.43;172992.0;0.0;Sikeres;INV_1550;Neoi Pori;-41;;;
átutalás;2025.01.28;2025.08.22;2025.01.31;2025.01.30;120362.45;8517.55;128880.0;0.0;Sikeres;INV_1551;Platamon;-1;;;
átutalás;2025.07.04;2025.08.22;2025.07.07;2025.07.04;178181.48;12138.52;190320.0;0.0;Sikeres;INV_1552;Neoi Pori;-3;;;
átutalás;2025.02.19;2025.06.04;2025.02.22;2025.02.20;77072.59;5727.41;82800.0;0.0;Sikeres;INV_1553;Neoi Pori;-2;;;
átutalás;2025.04.09;2025.06.02;2025.04.12;2025.04.16;112065.59;7634.41;119700.0;0.0;Sikeres;INV_1554;Neoi Pori;4;;;
átutalás;2025.06.06;2025.07.26;2025.06.15;2025.06.10;174605.12;11894.88;186500.0;0.0;Sikeres;INV_1555;Neoi Pori;-5;;;
átutalás;2025.06.04;2025.07.09;2025.06.07;2025.06.04;458263.15;31536.85;489800.0;0.0;Sikeres;INV_1556;Platamon;-3;;;
átutalás;2025.07.07;2025.07.30;2025.07.10;2025.07.08;379374.8;425.2;379800.0;0.0;Sikeres;INV_1557;Platamon;-2;;;
átutalás;2025.07.08;2025.07.30;2025.07.10;2025.07.08;-379374.8;-425.2;-379800.0;0.0;Sikeres;INV_1558;Platamon;-2;;;
átutalás;2025.07.08;2025.07.29;2025.07.11;2025.07.17;379374.8;425.2;379800.0;0.0;Sikeres;INV_1559;Platamon;6;;;
átutalás;2025.07.09;2025.08.03;2025.07.12;2025.07.10;265974.8;425.2;266400.0;0.0;Sikeres;INV_1560;Platamon;-2;;;
átutalás;2025.07.17;2025.07.29;2025.07.11;2025.07.17;-379374.8;-425.2;-379800.0;0.0;Sikeres;INV_1561;Neoi Pori;6;;;
átutalás;2025.01.24;2025.10.07;2025.01.27;2025.01.27;371718.93;25641.07;397360.0;0.0;Sikeres;INV_1562;Neoi Pori;0;;;
átutalás;2025.08.28;2025.10.07;2025.09.02;2025.08.28;570013.04;23026.96;593040.0;0.0;Sikeres;INV_1563;Neoi Pori;-5;;;
átutalás;2025.09.04;2025.10.07;2025.09.07;2025.09.09;205056.8;0.0;205056.8;0.0;Sikeres;INV_1564;Platamon;2;;;
átutalás;2025.09.23;2025.10.07;2025.01.27;;-371718.93;-25641.07;-397360.0;-397360.0;Sikeres;INV_1565;Platamon;0;;;
átutalás;2025.09.23;2025.10.07;2025.09.02;;-570013.04;-23026.96;-593040.0;-593040.0;Sikeres;INV_1566;Neoi Pori;0;;;
átutalás;2025.09.23;2025.10.07;2025.09.07;;-205056.8;0.0;-205056.8;-205056.8;Sikeres;INV_1567;Platamon;0;;;
átutalás;2025.01.24;2025.10.07;2025.01.27;2025.01.27;185859.46;12820.54;198680.0;0.0;Sikeres;INV_1568;Platamon;0;;;
átutalás;2025.08.28;2025.10.07;2025.09.02;2025.08.28;285006.52;11513.48;296520.0;0.0;Sikeres;INV_1569;Neoi Pori;-5;;;
átutalás;2025.09.04;2025.10.07;2025.09.07;2025.09.04;260.0;0.0;260.0;0.0;Sikeres;INV_1570;Neoi Pori;-3;;;
átutalás;2025.09.04;2025.10.07;2025.09.07;2025.09.04;-260.0;0.0;-260.0;0.0;Sikeres;INV_1571;Platamon;-3;;;
átutalás;2025.09.04;2025.10.07;2025.09.07;2025.09.08;102528.4;0.0;102528.4;0.0;Sikeres;INV_1572;Platamon;1;;;
átutalás;2025.09.23;2025.10.07;2025.01.27;;-185859.46;-12820.54;-198680.0;-198680.0;Sikeres;INV_1573;Neoi Pori;0;;;
átutalás;2025.09.23;2025.10.07;2025.09.07;;-102528.4;0.0;-102528.4;-102528.4;Sikeres;INV_1574;Platamon;0;;;
átutalás;2025.09.23;2025.10.07;2025.09.02;;-285006.52;-11513.48;-296520.0;-296520.0;Sikeres;INV_1575;Neoi Pori;0;;;
átutalás;2025.02.24;2025.08.13;2025.02.27;2025.02.25;136063.0;36737.0;172800.0;0.0;Sikeres;INV_1576;Neoi Pori;-2;;;
átutalás;2025.06.26;2025.08.13;2025.07.04;2025.06.24;237051.02;16148.98;253200.0;0.0;Sikeres;INV_1577;Platamon;-10;;;
átutalás;2025.06.18;2025.07.30;2025.06.21;2025.06.19;297231.28;20248.72;317480.0;0.0;Sikeres;INV_1578;Neoi Pori;-2;;;
átutalás;2025.01.13;2025.01.13;2025.01.16;2025.01.14;236847.52;7112.48;243960.0;0.0;Sikeres;INV_1579;Platamon;-2;;;
átutalás;2025.06.23;2025.08.04;2025.06.26;2025.06.24;342600.52;23339.48;365940.0;0.0;Sikeres;INV_1580;Neoi Pori;-2;;;
